"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"울산광역시 남구 수암동(3114063500)","16,960","15,375","1,900","2,333","2,385","2,703","3,258","1,948","607","211","30","0","8,516","7,712","1,007","1,259","1,188","1,258","1,636","1,000","294","66","4","0","8,444","7,663","893","1,074","1,197","1,445","1,622","948","313","145","26","0"
"울산광역시 남구 선암동(3114064000)","14,971","13,696","1,384","1,888","2,132","2,456","2,779","1,998","747","282","27","3","7,675","7,024","716","1,025","1,139","1,255","1,395","1,029","369","91","2","3","7,296","6,672","668","863","993","1,201","1,384","969","378","191","25","0"
"울산광역시 남구 야음장생포동(3114067000)","10,400","9,975","589","1,022","1,128","1,417","2,021","2,157","1,208","391","38","4","5,541","5,332","325","596","681","856","1,132","1,036","567","132","7","0","4,859","4,643","264","426","447","561","889","1,121","641","259","31","4"
"울산광역시 동구 (3117000000)","158,477","142,681","15,687","18,158","24,498","25,730","26,563","21,512","7,782","2,367","360","24","82,841","74,726","8,258","10,211","13,514","13,902","13,088","11,004","3,952","747","46","4","75,636","67,955","7,429","7,947","10,984","11,828","13,475","10,508","3,830","1,620","314","20"
"울산광역시 동구 방어동(3117051000)","40,516","36,597","4,069","4,723","6,290","7,149","6,724","5,021","1,897","611","106","7","21,681","19,671","2,170","2,666","3,665","4,035","3,458","2,572","917","181","7","0","18,835","16,926","1,899","2,057","2,625","3,114","3,266","2,449","980","430","99","7"
"울산광역시 동구 일산동(3117052000)","5,866","5,609","370","734","814","830","1,096","1,136","476","135","17","1","3,168","3,030","198","423","515","483","555","559","245","48","4","0","2,698","2,579","172","311","299","347","541","577","231","87","13","1"
"울산광역시 동구 화정동(3117053000)","20,407","18,064","1,957","2,093","3,268","3,270","3,315","2,673","1,060","380","44","4","10,523","9,333","1,044","1,155","1,702","1,769","1,684","1,355","518","99","7","0","9,884","8,731","913","938","1,566","1,501","1,631","1,318","542","281","37","4"
"울산광역시 동구 대송동(3117054000)","12,062","11,063","1,206","1,615","1,641","1,995","2,387","1,554","462","177","25","1","6,316","5,805","644","882","920","1,048","1,205","817","223","64","2","0","5,746","5,258","562","733","721","947","1,182","737","239","113","23","1"
"울산광역시 동구 전하1동(3117055000)","14,990","13,578","1,381","1,905","2,284","2,282","2,439","2,121","907","220","36","3","7,770","7,029","743","993","1,259","1,223","1,191","1,036","497","77","8","2","7,220","6,549","638","912","1,025","1,059","1,248","1,085","410","143","28","1"
"울산광역시 동구 전하2동(3117056000)","21,155","18,979","2,333","2,479","2,888","3,445","3,930","2,696","875","282","49","2","10,818","9,733","1,184","1,397","1,480","1,771","1,940","1,394","466","96","4","1","10,337","9,246","1,149","1,082","1,408","1,674","1,990","1,302","409","186","45","1"
"울산광역시 동구 남목1동(3117058000)","9,081","8,326","938","928","1,223","1,419","1,531","1,508","585","167","26","1","4,658","4,270","484","553","647","762","711","754","301","56","2","0","4,423","4,056","454","375","576","657","820","754","284","111","24","1"
"울산광역시 동구 남목2동(3117059000)","22,008","19,449","2,172","2,474","4,131","3,353","3,159","3,065","878","184","31","2","11,620","10,283","1,169","1,463","2,285","1,781","1,431","1,596","486","65","6","1","10,388","9,166","1,003","1,011","1,846","1,572","1,728","1,469","392","119","25","1"
"울산광역시 동구 남목3동(3117060000)","12,392","11,016","1,261","1,207","1,959","1,987","1,982","1,738","642","211","26","3","6,287","5,572","622","679","1,041","1,030","913","921","299","61","6","0","6,105","5,444","639","528","918","957","1,069","817","343","150","20","3"
"울산광역시 북구 (3120000000)","218,353","192,276","23,675","28,150","35,242","38,301","38,372","18,074","7,075","2,929","442","16","112,967","99,557","12,401","15,762","18,221","19,548","20,034","9,449","3,229","843","67","3","105,386","92,719","11,274","12,388","17,021","18,753","18,338","8,625","3,846","2,086","375","13"
"울산광역시 북구 농소1동(3120051000)","37,705","32,843","3,954","4,414","6,132","6,624","6,307","3,392","1,410","524","82","4","19,289","16,784","2,033","2,437","3,089","3,452","3,216","1,763","629","149","15","1","18,416","16,059","1,921","1,977","3,043","3,172","3,091","1,629","781","375","67","3"
"울산광역시 북구 농소2동(3120052000)","40,041","34,426","4,566","4,619","6,887","7,321","6,320","2,972","1,149","512","79","1","20,487","17,580","2,405","2,507","3,441","3,794","3,230","1,516","527","153","7","0","19,554","16,846","2,161","2,112","3,446","3,527","3,090","1,456","622","359","72","1"
"울산광역시 북구 농소3동(3120053000)","39,458","35,355","6,350","4,960","4,333","8,713","6,842","2,375","1,219","489","73","1","20,053","17,920","3,350","2,727","2,032","4,110","3,795","1,225","528","138","15","0","19,405","17,435","3,000","2,233","2,301","4,603","3,047","1,150","691","351","58","1"
"울산광역시 북구 강동동(3120054000)","16,238","13,521","1,203","1,300","3,615","2,536","2,181","1,614","659","347","61","5","8,332","6,963","604","701","1,849","1,430","1,098","859","312","99","11","0","7,906","6,558","599","599","1,766","1,106","1,083","755","347","248","50","5"
"울산광역시 북구 효문동(3120056000)","30,070","27,300","2,439","4,813","4,948","4,530","6,409","2,832","913","364","51","1","16,009","14,561","1,291","2,712","2,830","2,366","3,307","1,515","425","107","7","1","14,061","12,739","1,148","2,101","2,118","2,164","3,102","1,317","488","257","44","0"
"울산광역시 북구 송정동(3120057000)","34,263","29,887","3,574","4,910","6,096","5,549","6,207","2,318","800","378","55","0","17,491","15,249","1,856","2,689","3,084","2,679","3,217","1,239","381","98","6","0","16,772","14,638","1,718","2,221","3,012","2,870","2,990","1,079","419","280","49","0"
"울산광역시 북구 양정동(3120058000)","10,207","9,426","774","1,769","1,672","1,476","2,112","1,089","373","141","19","1","5,789","5,408","420","1,165","1,014","847","1,173","567","186","34","2","0","4,418","4,018","354","604","658","629","939","522","187","107","17","1"
"울산광역시 북구 염포동(3120059000)","10,371","9,518","815","1,365","1,559","1,552","1,994","1,482","552","174","22","3","5,517","5,092","442","824","882","870","998","765","241","65","4","1","4,854","4,426","373","541","677","682","996","717","311","109","18","2"
"울산광역시 울주군 (3171000000)","222,711","203,999","23,055","26,558","26,786","37,984","41,457","27,838","13,171","6,177","940","33","114,911","105,320","12,103","15,026","14,154","19,480","21,956","14,382","6,101","1,951","163","4","107,800","98,679","10,952","11,532","12,632","18,504","19,501","13,456","7,070","4,226","777","29"
"울산광역시 울주군 온산읍(3171025000)","20,430","18,858","1,669","2,579","2,907","3,743","3,959","2,419","1,053","454","65","10","11,632","10,819","873","1,609","1,807","2,291","2,345","1,271","469","141","10","3","8,798","8,039","796","970","1,100","1,452","1,614","1,148","584","313","55","7"
"울산광역시 울주군 언양읍(3171025300)","28,481","25,988","2,882","3,579","3,322","4,666","5,253","3,638","1,703","821","118","6","14,279","13,044","1,487","2,024","1,705","2,309","2,633","1,817","795","257","17","0","14,202","12,944","1,395","1,555","1,617","2,357","2,620","1,821","908","564","101","6"
"울산광역시 울주군 온양읍(3171025600)","28,755","25,985","3,336","3,306","3,755","5,416","5,052","2,975","1,397","667","80","1","14,971","13,564","1,750","1,830","1,987","2,841","2,721","1,594","637","189","15","0","13,784","12,421","1,586","1,476","1,768","2,575","2,331","1,381","760","478","65","1"
"울산광역시 울주군 범서읍(3171025900)","71,258","64,136","10,221","9,171","8,114","14,154","12,684","6,197","2,449","1,007","137","2","35,893","32,214","5,386","5,058","3,876","6,598","6,634","3,214","1,121","305","22","0","35,365","31,922","4,835","4,113","4,238","7,556","6,050","2,983","1,328","702","115","2"
"울산광역시 울주군 청량읍(3171026200)","19,354","17,506","1,606","2,322","2,941","3,028","3,454","2,480","1,097","490","85","3","9,958","9,020","800","1,239","1,616","1,562","1,815","1,303","503","168","14","0","9,396","8,486","806","1,083","1,325","1,466","1,639","1,177","594","322","71","3"
"울산광역시 울주군 서생면(3171031000)","8,500","7,964","532","785","948","1,180","1,650","1,553","874","390","50","2","4,577","4,307","293","468","522","743","936","776","422","137","9","1","3,923","3,657","239","317","426","437","714","777","452","253","41","1"
"울산광역시 울주군 웅촌면(3171034000)","7,812","7,499","435","867","666","833","1,720","1,576","893","440","69","0","4,056","3,895","244","521","373","464","916","804","419","137","17","0","3,756","3,604","191","346","293","369","804","772","474","303","52","0"
"울산광역시 울주군 두동면(3171036000)","4,198","4,063","204","305","298","454","902","1,016","527","296","58","3","2,183","2,113","114","181","168","265","504","529","252","88","12","0","2,015","1,950","90","124","130","189","398","487","275","208","46","3"
"울산광역시 울주군 두서면(3171037000)","3,144","3,079","123","180","210","273","569","786","535","335","68","0","1,556","1,522","60","114","116","165","308","413","236","100","10","0","1,588","1,557","63","66","94","108","261","373","299","235","58","0"
"울산광역시 울주군 상북면(3171038000)","7,932","7,642","428","737","605","933","1,729","1,717","927","482","82","2","4,034","3,872","241","427","341","489","888","869","450","154","13","0","3,898","3,770","187","310","264","444","841","848","477","328","69","2"
"울산광역시 울주군 삼남면(3171039000)","21,046","19,515","1,553","2,603","2,914","3,132","4,112","3,022","1,444","630","102","3","10,825","10,017","813","1,483","1,582","1,646","2,041","1,541","672","217","22","0","10,221","9,498","740","1,120","1,332","1,486","2,071","1,481","772","413","80","3"
"울산광역시 울주군 삼동면(3171040000)","1,801","1,764","66","124","106","172","373","459","272","165","26","1","947","933","42","72","61","107","215","251","125","58","2","0","854","831","24","52","45","65","158","208","147","107","24","1"
"세종특별자치시  (3600000000)","344,792","297,343","40,751","36,373","61,396","65,983","43,132","28,002","13,660","6,894","1,095","57","171,951","147,665","20,459","18,401","29,894","33,901","22,328","13,894","6,216","2,312","250","10","172,841","149,678","20,292","17,972","31,502","32,082","20,804","14,108","7,444","4,582","845","47"
"세종특별자치시  (3611000000)","344,792","297,343","40,751","36,373","61,396","65,983","43,132","28,002","13,660","6,894","1,095","57","171,951","147,665","20,459","18,401","29,894","33,901","22,328","13,894","6,216","2,312","250","10","172,841","149,678","20,292","17,972","31,502","32,082","20,804","14,108","7,444","4,582","845","47"
"세종특별자치시  조치원읍(3611025000)","43,189","39,727","4,248","6,425","5,430","6,991","6,782","5,131","3,030","1,462","214","14","22,298","20,489","2,167","3,624","2,936","3,732","3,558","2,541","1,317","553","58","3","20,891","19,238","2,081","2,801","2,494","3,259","3,224","2,590","1,713","909","156","11"
"세종특별자치시  연기면(3611031000)","2,605","2,520","116","298","301","332","541","475","266","169","20","2","1,460","1,417","61","175","203","219","315","266","121","56","1","0","1,145","1,103","55","123","98","113","226","209","145","113","19","2"
"세종특별자치시  연동면(3611032000)","3,181","3,079","136","310","281","341","563","663","415","307","59","4","1,643","1,595","72","187","161","206","319","354","187","95","13","1","1,538","1,484","64","123","120","135","244","309","228","212","46","3"
"세종특별자치시  부강면(3611033000)","6,201","5,838","374","745","684","870","1,124","972","647","376","44","2","3,390","3,208","201","481","427","532","656","478","277","139","16","1","2,811","2,630","173","264","257","338","468","494","370","237","28","1"
"세종특별자치시  금남면(3611034000)","8,698","8,384","419","835","843","1,015","1,658","1,732","1,127","654","95","6","4,591","4,443","223","484","517","621","921","921","516","218","22","0","4,107","3,941","196","351","326","394","737","811","611","436","73","6"
"세종특별자치시  장군면(3611035000)","6,288","6,084","317","895","734","892","1,231","1,017","563","381","52","2","3,522","3,416","163","535","491","586","690","530","264","140","17","0","2,766","2,668","154","360","243","306","541","487","299","241","35","2"
"세종특별자치시  연서면(3611036000)","7,500","7,120","458","774","735","949","1,353","1,319","907","551","70","4","4,040","3,864","253","467","446","588","775","697","406","215","17","0","3,460","3,256","205","307","289","361","578","622","501","336","53","4"
"세종특별자치시  전의면(3611037000)","5,808","5,580","407","590","524","764","1,092","951","691","475","80","6","3,068","2,952","227","339","314","461","612","509","300","178","11","1","2,740","2,628","180","251","210","303","480","442","391","297","69","5"
"세종특별자치시  전동면(3611038000)","3,708","3,614","137","322","277","382","741","851","518","333","46","7","2,011","1,969","73","190","178","237","432","477","254","117","9","2","1,697","1,645","64","132","99","145","309","374","264","216","37","5"
"세종특별자치시  소정면(3611039000)","2,533","2,418","195","289","199","373","464","406","275","194","21","2","1,326","1,269","100","166","114","219","267","213","120","66","3","1","1,207","1,149","95","123","85","154","197","193","155","128","18","1"
"세종특별자치시  한솔동(3611051000)","19,475","16,687","3,396","1,714","2,740","4,596","2,423","1,108","473","204","31","2","9,589","8,161","1,714","875","1,235","2,251","1,260","539","220","56","11","0","9,886","8,526","1,682","839","1,505","2,345","1,163","569","253","148","20","2"
"세종특별자치시  새롬동(3611051500)","54,516","45,413","6,708","5,976","12,179","10,809","5,648","2,864","852","315","61","1","26,437","21,778","3,264","2,706","5,783","5,398","2,776","1,375","395","73","8","0","28,079","23,635","3,444","3,270","6,396","5,411","2,872","1,489","457","242","53","1"
"세종특별자치시  도담동(3611052000)","32,297","27,898","4,487","3,755","5,923","6,905","3,700","1,841","819","394","74","0","15,644","13,384","2,239","1,699","2,780","3,388","1,907","881","363","110","17","0","16,653","14,514","2,248","2,056","3,143","3,517","1,793","960","456","284","57","0"
"세종특별자치시  아름동(3611053000)","23,819","19,911","4,232","1,751","3,691","5,987","2,482","1,124","438","164","41","1","11,779","9,755","2,176","902","1,594","2,949","1,320","553","202","49","10","0","12,040","10,156","2,056","849","2,097","3,038","1,162","571","236","115","31","1"
